"id","title","year","authors","venue","doi","arxiv_id","url","citation_count","status","relevance_score","discovered_by"
"arxiv:2502.14289","Drift: Decoding-time Personalized Alignments with Implicit User Preferences","2025","Minbeom Kim; Kang-il Lee; Seongho Joo; Hwaran Lee; Thibaut Thonet; Kyomin Jung","arXiv",,"2502.14289","https://arxiv.org/abs/2502.14289",,"included_for_initial_screen","6","all:""synthetic persona"""
"arxiv:2505.13082","MultiActor-Audiobook: Zero-Shot Audiobook Generation with Faces and Voices of Multiple Speakers","2025","Kyeongman Park; Seongho Joo; Kyomin Jung","arXiv",,"2505.13082","https://arxiv.org/abs/2505.13082",,"included_for_initial_screen","6","all:""persona generation"""
"arxiv:2405.05080","Concerns on Bias in Large Language Models when Creating Synthetic Personae","2024","Helena A. Haxvig","arXiv",,"2405.05080","https://arxiv.org/abs/2405.05080",,"included_for_initial_screen","6","all:""synthetic persona"" | all:""large language model"" AND all:persona"
"arxiv:2404.18231","From Persona to Personalization: A Survey on Role-Playing Language Agents","2024","Jiangjie Chen; Xintao Wang; Rui Xu; Siyu Yuan; Yikai Zhang; Wei Shi; Jian Xie; Shuang Li; Ruihan Yang; Tinghui Zhu; Aili Chen; Nianqi Li; Lida Chen; Caiyu Hu; Siye Wu; Scott Ren; Ziquan Fu; Yanghua Xiao","arXiv",,"2404.18231","https://arxiv.org/abs/2404.18231",,"included_for_initial_screen","6","all:""role-playing"" AND all:""language agent"""
"arxiv:2403.19506","LLMs as Academic Reading Companions: Extending HCI Through Synthetic Personae","2024","Celia Chen; Alex Leitch","arXiv",,"2403.19506","https://arxiv.org/abs/2403.19506",,"included_for_initial_screen","6","all:""synthetic persona"" | all:""LLM"" AND all:persona"
"arxiv:2405.20253","Evaluating Large Language Model Biases in Persona-Steered Generation","2024","Andy Liu; Mona Diab; Daniel Fried","arXiv",,"2405.20253","https://arxiv.org/abs/2405.20253",,"included_for_initial_screen","6","all:""large language model"" AND all:persona | all:""LLM"" AND all:persona"
"arxiv:2406.01171","Two Tales of Persona in LLMs: A Survey of Role-Playing and Personalization","2024","Yu-Min Tseng; Yu-Chao Huang; Teng-Yun Hsiao; Wei-Lin Chen; Chao-Wei Huang; Yu Meng; Yun-Nung Chen","arXiv",,"2406.01171","https://arxiv.org/abs/2406.01171",,"included_for_initial_screen","6","all:""LLM"" AND all:persona"
"arxiv:2402.18144","Random Silicon Sampling: Simulating Human Sub-Population Opinion Using a Large Language Model Based on Group-Level Demographic Information","2024","Seungjong Sun; Eungu Lee; Dongyan Nan; Xiangying Zhao; Wonbyung Lee; Bernard J. Jansen; Jang Hyun Kim","arXiv",,"2402.18144","https://arxiv.org/abs/2402.18144",,"included_for_initial_screen","6","all:""silicon sampling"""
"arxiv:2408.09407","Value-Enriched Population Synthesis: Integrating a Motivational Layer","2024","Alba Aguilera; Miquel Albertí; Nardine Osman; Georgina Curto","arXiv",,"2408.09407","https://arxiv.org/abs/2408.09407",,"included_for_initial_screen","6","all:""population synthesis"" AND all:""agent-based"""
"arxiv:2406.05587","Creativity Has Left the Chat: The Price of Debiasing Language Models","2024","Behnam Mohammadi","arXiv",,"2406.05587","https://arxiv.org/abs/2406.05587",,"included_for_initial_screen","6","all:""persona generation"""
"arxiv:2404.12138","Character is Destiny: Can Role-Playing Language Agents Make Persona-Driven Decisions?","2024","Rui Xu; Xintao Wang; Jiangjie Chen; Siyu Yuan; Xinfeng Yuan; Jiaqing Liang; Zulong Chen; Xiaoqing Dong; Yanghua Xiao","arXiv",,"2404.12138","https://arxiv.org/abs/2404.12138",,"included_for_initial_screen","6","all:""role-playing"" AND all:""language agent"""
"arxiv:2404.10890","Exploring Augmentation and Cognitive Strategies for AI based Synthetic Personae","2024","Rafael Arias Gonzalez; Steve DiPaola","arXiv",,"2404.10890","https://arxiv.org/abs/2404.10890",,"included_for_initial_screen","6","all:""synthetic persona"""
"arxiv:2311.08385","Aligning Large Language Models with Human Opinions through Persona Selection and Value--Belief--Norm Reasoning","2023","Do Xuan Long; Kenji Kawaguchi; Min-Yen Kan; Nancy F. Chen","arXiv",,"2311.08385","https://arxiv.org/abs/2311.08385",,"included_for_initial_screen","6","all:""large language model"" AND all:persona"
"arxiv:2311.04978","On the steerability of large language models toward data-driven personas","2023","Junyi Li; Ninareh Mehrabi; Charith Peris; Palash Goyal; Kai-Wei Chang; Aram Galstyan; Richard Zemel; Rahul Gupta","arXiv",,"2311.04978","https://arxiv.org/abs/2311.04978",,"included_for_initial_screen","6","all:""large language model"" AND all:persona"
"arxiv:2401.09432","RoleCraft-GLM: Advancing Personalized Role-Playing in Large Language Models","2023","Meiling Tao; Xuechen Liang; Tianyu Shi; Lei Yu; Yiting Xie","arXiv",,"2401.09432","https://arxiv.org/abs/2401.09432",,"included_for_initial_screen","6","all:""role playing"" AND all:""large language model"""
"arxiv:2601.18572","One Persona, Many Cues, Different Results: How Sociodemographic Cues Impact LLM Personalization","2026","Franziska Weeber; Vera Neplenbroek; Jan Batzner; Sebastian Padó","arXiv",,"2601.18572","https://arxiv.org/abs/2601.18572",,"included_for_initial_screen","5","all:""LLM"" AND all:persona"
"arxiv:2601.10122","Role-Playing Agents Driven by Large Language Models: Current Status, Challenges, and Future Trends","2026","Ye Wang; Jiaxing Chen; Hongjiang Xiao","arXiv",,"2601.10122","https://arxiv.org/abs/2601.10122",,"included_for_initial_screen","5","all:""role-playing"" AND all:""language agent"" | all:""role playing"" AND all:""large language model"""
"arxiv:2603.18507","Expert Personas Improve LLM Alignment but Damage Accuracy: Bootstrapping Intent-Based Persona Routing with PRISM","2026","Zizhao Hu; Mohammad Rostami; Jesse Thomason","arXiv",,"2603.18507","https://arxiv.org/abs/2603.18507",,"included_for_initial_screen","5","all:""LLM"" AND all:persona"
"arxiv:2602.07036","MENASpeechBank: A Reference Voice Bank with Persona-Conditioned Multi-Turn Conversations for AudioLLMs","2026","Zien Sheikh Ali; Hunzalah Hassan Bhatti; Rabindra Nath Nandi; Shammur Absar Chowdhury; Firoj Alam","arXiv",,"2602.07036","https://arxiv.org/abs/2602.07036",,"included_for_initial_screen","5","all:""large language model"" AND all:persona | all:""LLM"" AND all:persona"
"arxiv:2604.11048","A Systematic Analysis of the Impact of Persona Steering on LLM Capabilities","2026","Jiaqi Chen; Ming Wang; Tingna Xie; Shi Feng; Yongkang Liu","arXiv",,"2604.11048","https://arxiv.org/abs/2604.11048",,"included_for_initial_screen","5","all:""LLM"" AND all:persona"
"arxiv:2606.18709","LLMs Struggle to Measure What Distinguishes Students of Different Proficiency Levels: A Study of Item Discrimination in Reading Comprehension Assessment","2026","Han Chen; Ming Li; Chenguang Wang; Yijun Liang; Dawei Zhou; Hong jiao; Tianyi Zhou","arXiv",,"2606.18709","https://arxiv.org/abs/2606.18709",,"included_for_initial_screen","5","all:""synthetic respondent"""
"arxiv:2604.27882","Building Persona-Based Agents On Demand: Tailoring Multi-Agent Workflows to User Needs","2026","Giuseppe Arbore; Andrea Sillano; Luigi De Russis","arXiv",,"2604.27882","https://arxiv.org/abs/2604.27882",,"included_for_initial_screen","5","all:""persona generation"""
"doi:10.2139/ssrn.6073946","Prospect Learning in Large Language Models: Quantifying Risk Preferences and Adaptation Dynamics","2026","Nency Dhameja","Social Science Research Network","10.2139/ssrn.6073946",,"https://doi.org/10.2139/ssrn.6073946","0","included_for_initial_screen","5","persona drift language models dialogs"
"arxiv:2604.06663","Restoring Heterogeneity in LLM-based Social Simulation: An Audience Segmentation Approach","2026","Xiaoyou Qin; Zhihong Li; Xiaoxiao Cheng","arXiv",,"2604.06663","https://arxiv.org/abs/2604.06663",,"included_for_initial_screen","5","all:""social simulation"" AND all:""large language model"""
"arxiv:2604.13846","Beyond Static Personas: Situational Personality Steering for Large Language Models","2026","Zesheng Wei; Mengxiang Li; Zilei Wang; Yang Deng","arXiv",,"2604.13846","https://arxiv.org/abs/2604.13846",,"included_for_initial_screen","5","all:""large language model"" AND all:persona"
"arxiv:2605.15915","SLIP & ETHICS: Graduated Intervention for AI Emotional Companions","2026","Minseo Kim","arXiv",,"2605.15915","https://arxiv.org/abs/2605.15915",,"included_for_initial_screen","5","all:""synthetic persona"""
"arxiv:2605.08334","SalesSim: Benchmarking and Aligning Multimodal Language Models as Retail User Simulators","2026","Yada Pruksachatkun; Elaine Wan; Lyanna Chen; Kai-Wei Chang; Chien-Sheng Wu","arXiv",,"2605.08334","https://arxiv.org/abs/2605.08334",,"included_for_initial_screen","5","all:""user simulation"" AND all:""large language model"" | persona drift language models dialogs"
"doi:10.48550/arxiv.2601.10387","The Assistant Axis: Situating and Stabilizing the Default Persona of Language Models","2026","Christina Lu; Jack Gallagher; Jonathan Michala; Kyle Fish; Jack W Lindsey","arXiv.org","10.48550/arXiv.2601.10387","2601.10387","https://arxiv.org/abs/2601.10387","39","included_for_initial_screen","5","persona drift language models dialogs"
"arxiv:2601.16466","Persona Jailbreaking in Large Language Models","2026","Jivnesh Sandhan; Fei Cheng; Tushar Sandhan; Yugo Murawaki","arXiv",,"2601.16466","https://arxiv.org/abs/2601.16466",,"included_for_initial_screen","5","all:""large language model"" AND all:persona"
"arxiv:2604.24698","The Chameleon's Limit: Investigating Persona Collapse and Homogenization in Large Language Models","2026","Yunze Xiao; Vivienne J. Zhang; Chenghao Yang; Ningshan Ma; Weihao Xuan; Jen-tse Huang","arXiv",,"2604.24698","https://arxiv.org/abs/2604.24698",,"included_for_initial_screen","5","all:""large language model"" AND all:persona"
"arxiv:2502.20513","Personas Evolved: Designing Ethical LLM-Based Conversational Agent Personalities","2025","Smit Desai; Mateusz Dubiel; Nima Zargham; Thomas Mildner; Laura Spillner","arXiv",,"2502.20513","https://arxiv.org/abs/2502.20513",,"included_for_initial_screen","5","all:""persona generation"""
"arxiv:2505.12692","Bullying the Machine: How Personas Increase LLM Vulnerability","2025","Ziwei Xu; Udit Sanghi; Mohan Kankanhalli","arXiv",,"2505.12692","https://arxiv.org/abs/2505.12692",,"included_for_initial_screen","5","all:""LLM"" AND all:persona"
"arxiv:2509.02367","Talking Spell: A Wearable System Enabling Real-Time Anthropomorphic Voice Interaction with Everyday Objects","2025","Xuetong Wang; Ching Christie Pang; Pan Hui","arXiv",,"2509.02367","https://arxiv.org/abs/2509.02367",,"included_for_initial_screen","5","all:""persona generation"""
"arxiv:2506.12664","Behavioral Generative Agents for Energy Operations","2025","Cong Chen; Omer Karaduman; Xu Kuang","arXiv",,"2506.12664","https://arxiv.org/abs/2506.12664",,"included_for_initial_screen","5","all:""generative agents"""
"arxiv:2504.12313","Exploring the Impact of Personality Traits on Conversational Recommender Systems: A Simulation with Large Language Models","2025","Xiaoyan Zhao; Yang Deng; Wenjie Wang; Hongzhan lin; Hong Cheng; Rui Zhang; See-Kiong Ng; Tat-Seng Chua","arXiv",,"2504.12313","https://arxiv.org/abs/2504.12313",,"included_for_initial_screen","5","all:""user simulation"" AND all:""large language model"""
"arxiv:2509.09871","Emulating Public Opinion: A Proof-of-Concept of AI-Generated Synthetic Survey Responses for the Chilean Case","2025","Bastián González-Bustamante; Nando Verelst; Carla Cisternas","arXiv",,"2509.09871","https://arxiv.org/abs/2509.09871",,"included_for_initial_screen","5","all:""synthetic respondent"""
"arxiv:2504.10886","Exploring Persona-dependent LLM Alignment for the Moral Machine Experiment","2025","Jiseon Kim; Jea Kwon; Luiz Felipe Vecchietti; Alice Oh; Meeyoung Cha","arXiv",,"2504.10886","https://arxiv.org/abs/2504.10886",,"included_for_initial_screen","5","all:""LLM"" AND all:persona"
"arxiv:2503.00449","Rehearse With User: Personalized Opinion Summarization via Role-Playing based on Large Language Models","2025","Yanyue Zhang; Yulan He; Deyu Zhou","arXiv",,"2503.00449","https://arxiv.org/abs/2503.00449",,"included_for_initial_screen","5","all:""role playing"" AND all:""large language model"""
"arxiv:2507.16799","Test-Time-Matching: Decouple Personality, Memory, and Linguistic Style in LLM-based Role-Playing Language Agent","2025","Xiaoyu Zhan; Xinyu Fu; Hao Sun; Yuanqi Li; Jie Guo; Yanwen Guo","arXiv",,"2507.16799","https://arxiv.org/abs/2507.16799",,"included_for_initial_screen","5","all:""role-playing"" AND all:""language agent"""
"arxiv:2505.13157","Role-Playing Evaluation for Large Language Models","2025","Yassine El Boudouri; Walter Nuninger; Julian Alvarez; Yvan Peter","arXiv",,"2505.13157","https://arxiv.org/abs/2505.13157",,"included_for_initial_screen","5","all:""role playing"" AND all:""large language model"""
"arxiv:2510.25536","TwinVoice: A Multi-dimensional Benchmark Towards Digital Twins via LLM Persona Simulation","2025","Bangde Du; Minghao Guo; Songming He; Ziyi Ye; Xi Zhu; Weihang Su; Shuqi Zhu; Yujia Zhou; Yongfeng Zhang; Qingyao Ai; Yiqun Liu","arXiv",,"2510.25536","https://arxiv.org/abs/2510.25536",,"included_for_initial_screen","5","all:""LLM"" AND all:persona"
"arxiv:2507.16792","ChatChecker: A Framework for Dialogue System Testing and Evaluation Through Non-cooperative User Simulation","2025","Roman Mayr; Michel Schimpf; Thomas Bohné","arXiv",,"2507.16792","https://arxiv.org/abs/2507.16792",,"included_for_initial_screen","5","all:""user simulation"" AND all:""large language model"""
"arxiv:2511.21722","German General Social Survey Personas: A Survey-Derived Persona Prompt Collection for Population-Aligned LLM Studies","2025","Jens Rupprecht; Leon Fröhling; Claudia Wagner; Markus Strohmaier","arXiv",,"2511.21722","https://arxiv.org/abs/2511.21722",,"included_for_initial_screen","5","all:""LLM"" AND all:persona"
"doi:10.48550/arxiv.2402.18144","Random Silicon Sampling: Simulating Human Sub-Population Opinion Using a Large Language Model Based on Group-Level Demographic Information","2024","Seungjong Sun; Eungu Lee; Dongyan Nan; Xiangying Zhao; Wonbyung Lee; Bernard J. Jansen; J. Kim","arXiv.org","10.48550/arXiv.2402.18144","2402.18144","https://arxiv.org/abs/2402.18144","46","included_for_initial_screen","5","language models simulate human samples silicon sampling"
"arxiv:2411.10006","Orca: Enhancing Role-Playing Abilities of Large Language Models by Integrating Personality Traits","2024","Yuxuan Huang","arXiv",,"2411.10006","https://arxiv.org/abs/2411.10006",,"included_for_initial_screen","5","all:""role playing"" AND all:""large language model"""
"arxiv:2402.18807","On the Decision-Making Abilities in Role-Playing using Large Language Models","2024","Chenglei Shen; Guofu Xie; Xiao Zhang; Jun Xu","arXiv",,"2402.18807","https://arxiv.org/abs/2402.18807",,"included_for_initial_screen","5","all:""role playing"" AND all:""large language model"""
"arxiv:2407.02099","Helpful assistant or fruitful facilitator? Investigating how personas affect language model behavior","2024","Pedro Henrique Luz de Araujo; Benjamin Roth","arXiv",,"2407.02099","https://arxiv.org/abs/2407.02099",,"included_for_initial_screen","5","all:""persona generation"""
"arxiv:2408.05555","Large Language Model-based Role-Playing for Personalized Medical Jargon Extraction","2024","Jung Hoon Lim; Sunjae Kwon; Zonghai Yao; John P. Lalor; Hong Yu","arXiv",,"2408.05555","https://arxiv.org/abs/2408.05555",,"included_for_initial_screen","5","all:""role playing"" AND all:""large language model"""
"doi:10.1017/pan.2024.5","Synthetic Replacements for Human Survey Data? The Perils of Large Language Models","2024","James Bisbee; J. Clinton; C. Dorff; Brenton Kenkel; Jennifer M. Larson","Political Analysis","10.1017/pan.2024.5",,"https://doi.org/10.1017/pan.2024.5","166","included_for_initial_screen","5","language models simulate human samples silicon sampling"
"arxiv:2412.03563","From Individual to Society: A Survey on Social Simulation Driven by Large Language Model-based Agents","2024","Xinyi Mou; Xuanwen Ding; Qi He; Liang Wang; Jingcong Liang; Xinnong Zhang; Libo Sun; Jiayu Lin; Jie Zhou; Xuanjing Huang; Zhongyu Wei","arXiv",,"2412.03563","https://arxiv.org/abs/2412.03563",,"included_for_initial_screen","5","all:""social simulation"" AND all:""large language model"""
"arxiv:2406.13993","Exploring Changes in Nation Perception with Nationality-Assigned Personas in LLMs","2024","Mahammed Kamruzzaman; Gene Louis Kim","arXiv",,"2406.13993","https://arxiv.org/abs/2406.13993",,"included_for_initial_screen","5","all:""LLM"" AND all:persona"
