"id","title","year","url","source_category","objective_categories","objective_basis","confidence","boundary_notes","needs_followup"
"arxiv:2502.14289","Drift: Decoding-time Personalized Alignments with Implicit User Preferences","2025","https://arxiv.org/abs/2502.14289","Not Persona Generation / adjacent","Agent / Model Evaluation","Local metadata supports: Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: Personalized alignments for individual users have been a long-standing goal in large language models (LLMs). We introduce Drift, a novel framework that personalizes LLMs at decoding time with implicit user preferences. Traditional Reinforcement Learning from H...","high","Duplicate arXiv record of Drift.","no"
"arxiv:2505.13082","MultiActor-Audiobook: Zero-Shot Audiobook Generation with Faces and Voices of Multiple Speakers","2025","https://arxiv.org/abs/2505.13082","Model-Generated Personas","Individual Fidelity; Agent / Model Evaluation","Local metadata supports: Individual Fidelity; Agent / Model Evaluation. Prior source tags: narrative enrichment; support coverage. Abstract basis: We introduce MultiActor-Audiobook, a zero-shot approach for generating audiobooks that automatically produces consistent, expressive, and speaker-appropriate prosody, including intonation and emotion. Previous audiobook systems have several limitations: they r...","medium","Fidelity is to speaker/character presentation, not survey or social simulation personas.","yes"
"arxiv:2405.05080","Concerns on Bias in Large Language Models when Creating Synthetic Personae","2024","https://arxiv.org/abs/2405.05080","Model-Generated Personas","Bias and Harm Auditing","Local metadata supports: Bias and Harm Auditing. Prior source tags: narrative enrichment; support coverage. Abstract basis: This position paper explores the benefits, drawbacks, and ethical considerations of incorporating synthetic personae in HCI research, particularly focusing on the customization challenges beyond the limitations of current Large Language Models (LLMs). These pe...","medium","Local metadata is sparse but title and coding support a harm-audit classification.","yes"
"arxiv:2404.18231","From Persona to Personalization: A Survey on Role-Playing Language Agents","2024","https://arxiv.org/abs/2404.18231","Not Persona Generation / adjacent","Agent / Model Evaluation","Local metadata supports: Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: Recent advancements in large language models (LLMs) have significantly boosted the rise of Role-Playing Language Agents (RPLAs), i.e., specialized AI systems designed to simulate assigned personas. By harnessing multiple advanced abilities of LLMs, including i...","high","Survey paper; coded by reviewed role-playing objective.","no"
"arxiv:2403.19506","LLMs as Academic Reading Companions: Extending HCI Through Synthetic Personae","2024","https://arxiv.org/abs/2403.19506","Not Persona Generation / adjacent","Design Communication","Local metadata supports: Design Communication. Prior source tags: not applicable. Abstract basis: This position paper argues that large language models (LLMs) constitute promising yet underutilized academic reading companions capable of enhancing learning. We detail an exploratory study examining Claude from Anthropic, an LLM-based interactive assistant th...","medium","Position-paper framing; full text needed for concrete persona construction.","yes"
"arxiv:2405.20253","Evaluating Large Language Model Biases in Persona-Steered Generation","2024","https://arxiv.org/abs/2405.20253","Not Persona Generation / adjacent","Bias and Harm Auditing; Agent / Model Evaluation","Local metadata supports: Bias and Harm Auditing; Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: The task of persona-steered text generation requires large language models (LLMs) to generate text that reflects the distribution of views that an individual fitting a persona could have. People have multifaceted personas, but prior work on bias in LLM-generat...","high","Clear bias evaluation of persona-conditioned model outputs.","no"
"arxiv:2406.01171","Two Tales of Persona in LLMs: A Survey of Role-Playing and Personalization","2024","https://arxiv.org/abs/2406.01171","Not Persona Generation / adjacent","Agent / Model Evaluation","Local metadata supports: Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: The concept of persona, originally adopted in dialogue literature, has re-surged as a promising framework for tailoring large language models (LLMs) to specific context (e.g., personalized search, LLM-as-a-judge). However, the growing research on leveraging pe...","high","Survey paper; not a new persona set.","no"
"arxiv:2402.18144","Random Silicon Sampling: Simulating Human Sub-Population Opinion Using a Large Language Model Based on Group-Level Demographic Information","2024","https://arxiv.org/abs/2402.18144","Population-Sampled Personas","Population Representation; Behavioral Calibration","Local metadata supports: Population Representation; Behavioral Calibration. Prior source tags: density matching; behavioral calibration. Abstract basis: Large language models exhibit societal biases associated with demographic information, including race, gender, and others. Endowing such language models with personalities based on demographic data can enable generating opinions that align with those of humans...","high","Population sub-group opinion simulation is explicit.","no"
"arxiv:2408.09407","Value-Enriched Population Synthesis: Integrating a Motivational Layer","2024","https://arxiv.org/abs/2408.09407","Population-Sampled Personas","Population Representation; Behavioral Calibration","Local metadata supports: Population Representation; Behavioral Calibration. Prior source tags: joint-structure preservation; behavioral calibration. Abstract basis: In recent years, computational improvements have allowed for more nuanced, data-driven and geographically explicit agent-based simulations. So far, simulations have struggled to adequately represent the attributes that motivate the actions of the agents. In fa...","high","Population synthesis objective is explicit from local coding.","no"
"arxiv:2406.05587","Creativity Has Left the Chat: The Price of Debiasing Language Models","2024","https://arxiv.org/abs/2406.05587","Not Persona Generation / adjacent","Not applicable","Local metadata supports: Not applicable. Prior source tags: not applicable. Abstract basis: Large Language Models (LLMs) have revolutionized natural language processing but can exhibit biases and may generate toxic content. While alignment techniques like Reinforcement Learning from Human Feedback (RLHF) reduce these issues, their impact on creativit...","high","No persona set objective is visible in local metadata.","no"
"arxiv:2404.12138","Character is Destiny: Can Role-Playing Language Agents Make Persona-Driven Decisions?","2024","https://arxiv.org/abs/2404.12138","Not Persona Generation / adjacent","Agent / Model Evaluation","Local metadata supports: Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: Can Large Language Models (LLMs) simulate humans in making important decisions? Recent research has unveiled the potential of using LLMs to develop role-playing language agents (RPLAs), mimicking mainly the knowledge and tones of various characters. However, i...","high","Persona use tests model behavior rather than building a persona set.","no"
"arxiv:2404.10890","Exploring Augmentation and Cognitive Strategies for AI based Synthetic Personae","2024","https://arxiv.org/abs/2404.10890","Not Persona Generation / adjacent","Design Communication","Local metadata supports: Design Communication. Prior source tags: not applicable. Abstract basis: Large language models (LLMs) hold potential for innovative HCI research, including the creation of synthetic personae. However, their black-box nature and propensity for hallucinations pose challenges. To address these limitations, this position paper advocate...","medium","Design/HCI motivation is clear, but empirical coding needs full text.","yes"
"arxiv:2311.08385","Aligning Large Language Models with Human Opinions through Persona Selection and Value--Belief--Norm Reasoning","2023","https://arxiv.org/abs/2311.08385","Trace-Grounded Personas","Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Behavioral Calibration; Agent / Model Evaluation. Prior source tags: individual fidelity; behavioral calibration. Abstract basis: Reasoning and predicting human opinions with large language models (LLMs) is essential yet challenging. Current methods employ role-playing with personae but face two major issues: LLMs are sensitive to even a single irrelevant persona, skewing predictions by...","high","Human-opinion prediction supports behavioral calibration; model alignment supports agent/model evaluation.","no"
"arxiv:2311.04978","On the steerability of large language models toward data-driven personas","2023","https://arxiv.org/abs/2311.04978","Trace-Grounded Personas","Population Representation; Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Population Representation; Behavioral Calibration; Agent / Model Evaluation. Prior source tags: individual fidelity; behavioral calibration. Abstract basis: Large language models (LLMs) are known to generate biased responses where the opinions of certain groups and populations are underrepresented. Here, we present a novel approach to achieve controllable generation of specific viewpoints using LLMs, that can be l...","high","Cohort personas create a bridge between population representation and model steering.","no"
"arxiv:2401.09432","RoleCraft-GLM: Advancing Personalized Role-Playing in Large Language Models","2023","https://arxiv.org/abs/2401.09432","Not Persona Generation / adjacent","Individual Fidelity; Agent / Model Evaluation","Local metadata supports: Individual Fidelity; Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: This study presents RoleCraft-GLM, an innovative framework aimed at enhancing personalized role-playing with Large Language Models (LLMs). RoleCraft-GLM addresses the key issue of lacking personalized interactions in conversational AI, and offers a solution wi...","high","Fidelity is to character/persona descriptions rather than empirical people.","no"
"arxiv:2601.18572","One Persona, Many Cues, Different Results: How Sociodemographic Cues Impact LLM Personalization","2026","https://arxiv.org/abs/2601.18572","Not Persona Generation / adjacent","Bias and Harm Auditing; Agent / Model Evaluation","Local metadata supports: Bias and Harm Auditing; Agent / Model Evaluation. Prior source tags: not applicable. Abstract basis: Personalization of LLMs by sociodemographic subgroup often improves user experience, but can also introduce or amplify biases and unfair outcomes across groups. Prior work has employed so-called personas, sociodemographic user attributes conveyed to a model, t...","high","Persona cue sensitivity is a model/bias evaluation objective.","no"
"arxiv:2601.10122","Role-Playing Agents Driven by Large Language Models: Current Status, Challenges, and Future Trends","2026","https://arxiv.org/abs/2601.10122","Not Persona Generation / adjacent","Agent / Model Evaluation","Local metadata supports: Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: In recent years, with the rapid advancement of large language models (LLMs), role-playing language agents (RPLAs) have emerged as a prominent research focus at the intersection of natural language processing (NLP) and human-computer interaction. This paper sys...","high","Survey paper; coded by reviewed role-playing/model objective.","no"
"arxiv:2603.18507","Expert Personas Improve LLM Alignment but Damage Accuracy: Bootstrapping Intent-Based Persona Routing with PRISM","2026","https://arxiv.org/abs/2603.18507","Not Persona Generation / adjacent","Agent / Model Evaluation","Local metadata supports: Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: Persona prompting can steer LLM generation towards a domain-specific tone and pattern. This behavior enables use cases in multi-agent systems where diverse interactions are crucial and human-centered tasks require high-level human alignment. Prior works provid...","high","Persona prompting is evaluated as a model-alignment mechanism.","no"
"arxiv:2602.07036","MENASpeechBank: A Reference Voice Bank with Persona-Conditioned Multi-Turn Conversations for AudioLLMs","2026","https://arxiv.org/abs/2602.07036","Unclear - needs full-text check","Coverage and Stress Testing; Individual Fidelity; Agent / Model Evaluation","Local metadata supports: Coverage and Stress Testing; Individual Fidelity; Agent / Model Evaluation. Prior source tags: unclear. Abstract basis: Audio large language models (AudioLLMs) enable instruction-following over speech and general audio, but progress is increasingly limited by the lack of diverse, conversational, instruction-aligned speech-text data. This bottleneck is especially acute for perso...","medium","Covers dialectal/scenario diversity and speaker identity; full text needed for population representativeness.","yes"
"arxiv:2604.11048","A Systematic Analysis of the Impact of Persona Steering on LLM Capabilities","2026","https://arxiv.org/abs/2604.11048","Not Persona Generation / adjacent","Agent / Model Evaluation","Local metadata supports: Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: Imbuing Large Language Models (LLMs) with specific personas is prevalent for tailoring interaction styles, yet the impact on underlying cognitive capabilities remains unexplored. We employ the Neuron-based Personality Trait Induction (NPTI) framework to induce...","high","Direct model-capability evaluation.","no"
"arxiv:2606.18709","LLMs Struggle to Measure What Distinguishes Students of Different Proficiency Levels: A Study of Item Discrimination in Reading Comprehension Assessment","2026","https://arxiv.org/abs/2606.18709","Not Persona Generation / adjacent","Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Behavioral Calibration; Agent / Model Evaluation. Prior source tags: not applicable. Abstract basis: Item discrimination is a fundamental psychometric property of educational assessment, which measures whether an item meaningfully distinguishes students with higher proficiency from students with lower proficiency. While various existing works have explored wh...","high","Persona pool is used as model/psychometric evaluation rather than persona generation.","no"
"arxiv:2604.27882","Building Persona-Based Agents On Demand: Tailoring Multi-Agent Workflows to User Needs","2026","https://arxiv.org/abs/2604.27882","Model-Generated Personas","Design Communication; Agent / Model Evaluation","Local metadata supports: Design Communication; Agent / Model Evaluation. Prior source tags: narrative enrichment; support coverage. Abstract basis: Recent advances in agentic AI are shifting automation from discrete tools to proactive multi-agent systems that coordinate multi-specialized capabilities behind unified interfaces. However, today's agent systems typically rely on hard-coded agent architectures...","medium","Position/pipeline paper; objective lies between agent platform design and model behavior.","yes"
"doi:10.2139/ssrn.6073946","Prospect Learning in Large Language Models: Quantifying Risk Preferences and Adaptation Dynamics","2026","https://doi.org/10.2139/ssrn.6073946","Not Persona Generation / adjacent","Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Behavioral Calibration; Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: Large Language Models (LLMs) are increasingly used as cognitive proxies in behavioral and economic simulations, yet their underlying decision-making dynamics remain poorly understood. This paper introduces the Prospect Learning Framework (PLF)?a dynamic extens...","high","Cognitive-proxy simulation is a model-behavior evaluation with behavioral calibration against Prospect Theory regularities.","no"
"arxiv:2604.06663","Restoring Heterogeneity in LLM-based Social Simulation: An Audience Segmentation Approach","2026","https://arxiv.org/abs/2604.06663","Population-Sampled Personas","Population Representation; Behavioral Calibration","Local metadata supports: Population Representation; Behavioral Calibration. Prior source tags: density matching; joint-structure preservation; quota/stratified balance. Abstract basis: Large Language Models (LLMs) are increasingly used to simulate social attitudes and behaviors, offering scalable ""silicon samples"" that can approximate human data. However, current simulation practice often collapses diversity into an ""average persona,"" maskin...","medium","Segmentation rather than persona generation, but representation objective is locally clear.","yes"
"arxiv:2604.13846","Beyond Static Personas: Situational Personality Steering for Large Language Models","2026","https://arxiv.org/abs/2604.13846","Not Persona Generation / adjacent","Agent / Model Evaluation","Local metadata supports: Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: Personalized Large Language Models (LLMs) facilitate more natural, human-like interactions in human-centric applications. However, existing personalization methods are constrained by limited controllability and high resource demands. Furthermore, their relianc...","high","Persona steering is a model-evaluation objective.","no"
"arxiv:2605.15915","SLIP & ETHICS: Graduated Intervention for AI Emotional Companions","2026","https://arxiv.org/abs/2605.15915","Authored Archetypes","Bias and Harm Auditing; Agent / Model Evaluation","Local metadata supports: Bias and Harm Auditing; Agent / Model Evaluation. Prior source tags: role-playing evaluation; bias/harm audit. Abstract basis: AI emotional companions face a safety-rapport paradox: restrictive safeguards can damage supportive alliance, while permissive systems risk user harm. We present SLIP (Staged Layers of Intervention Protocol), a four-stage graduated methodology deriving interve...","medium","Likely authored persona prompts rather than a generated persona set.","yes"
"arxiv:2605.08334","SalesSim: Benchmarking and Aligning Multimodal Language Models as Retail User Simulators","2026","https://arxiv.org/abs/2605.08334","Authored Archetypes","Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Behavioral Calibration; Agent / Model Evaluation. Prior source tags: role-playing evaluation; bias/harm audit. Abstract basis: We present SalesSim, a framework and testbed for evaluating the ability of Multimodal Large Language Models (MLLMs) to simulate realistic, persona-driven customer behavior in multi-turn, multi-modal, tool-augmented online retail conversations. Unlike prior wor...","medium","Bias/harm is not explicit in the local abstract despite earlier coding.","yes"
"doi:10.48550/arxiv.2601.10387","The Assistant Axis: Situating and Stabilizing the Default Persona of Language Models","2026","https://arxiv.org/abs/2601.10387","Not Persona Generation / adjacent","Agent / Model Evaluation","Local metadata supports: Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: Large language models can represent a variety of personas but typically default to a helpful Assistant identity cultivated during post-training. We investigate the structure of the space of model personas by extracting activation directions corresponding to di...","high","Model-persona structure, not persona generation.","no"
"arxiv:2601.16466","Persona Jailbreaking in Large Language Models","2026","https://arxiv.org/abs/2601.16466","Not Persona Generation / adjacent","Bias and Harm Auditing; Agent / Model Evaluation","Local metadata supports: Bias and Harm Auditing; Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: Large Language Models (LLMs) are increasingly deployed in domains such as education, mental health and customer support, where stable and consistent personas are critical for reliability. Yet, existing studies focus on narrative or role-playing tasks and overl...","high","Safety vulnerability testing is model evaluation plus harm auditing.","no"
"arxiv:2604.24698","The Chameleon's Limit: Investigating Persona Collapse and Homogenization in Large Language Models","2026","https://arxiv.org/abs/2604.24698","Not Persona Generation / adjacent","Coverage and Stress Testing; Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Coverage and Stress Testing; Behavioral Calibration; Agent / Model Evaluation. Prior source tags: not applicable. Abstract basis: Applications based on large language models (LLMs), such as multi-agent simulations, require population diversity among agents. We identify a pervasive failure mode we term \emph{Persona Collapse}: agents each assigned a distinct profile nonetheless converge i...","high","Taxonomy definition names this as Agent / Model Evaluation; coverage metrics are central.","no"
"arxiv:2502.20513","Personas Evolved: Designing Ethical LLM-Based Conversational Agent Personalities","2025","https://arxiv.org/abs/2502.20513","Not Persona Generation / adjacent","Design Communication; Bias and Harm Auditing","Local metadata supports: Design Communication; Bias and Harm Auditing. Prior source tags: not applicable. Abstract basis: The emergence of Large Language Models (LLMs) has revolutionized Conversational User Interfaces (CUIs), enabling more dynamic, context-aware, and human-like interactions across diverse domains, from social sciences to healthcare. However, the rapid adoption of...","medium","Workshop framing rather than empirical coding.","yes"
"arxiv:2505.12692","Bullying the Machine: How Personas Increase LLM Vulnerability","2025","https://arxiv.org/abs/2505.12692","Not Persona Generation / adjacent","Bias and Harm Auditing; Agent / Model Evaluation","Local metadata supports: Bias and Harm Auditing; Agent / Model Evaluation. Prior source tags: not applicable. Abstract basis: Large Language Models (LLMs) are increasingly deployed in interactions where they are prompted to adopt personas. This paper investigates whether such persona conditioning affects model safety under bullying, an adversarial manipulation that applies psychologi...","high","Adversarial safety objective is explicit.","no"
"arxiv:2509.02367","Talking Spell: A Wearable System Enabling Real-Time Anthropomorphic Voice Interaction with Everyday Objects","2025","https://arxiv.org/abs/2509.02367","Model-Generated Personas","Design Communication","Local metadata supports: Design Communication. Prior source tags: design communication; narrative enrichment. Abstract basis: Virtual assistants (VAs) have become ubiquitous in daily life, integrated into smartphones and smart devices, sparking interest in AI companions that enhance user experiences and foster emotional connections. However, existing companions are often embedded in...","high","Anthropomorphic personas are for interaction design rather than population simulation.","no"
"arxiv:2506.12664","Behavioral Generative Agents for Energy Operations","2025","https://arxiv.org/abs/2506.12664","Authored Archetypes","Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Behavioral Calibration; Agent / Model Evaluation. Prior source tags: role-playing evaluation; bias/harm audit. Abstract basis: Problem definition: Accurately modeling consumer behavior in energy operations is challenging due to uncertainty, behavioral heterogeneity, and limited empirical data-particularly in low-frequency, high-impact events. While generative AI trained on large-scale...","medium","Earlier bias tag is not explicit in local abstract.","yes"
"arxiv:2504.12313","Exploring the Impact of Personality Traits on Conversational Recommender Systems: A Simulation with Large Language Models","2025","https://arxiv.org/abs/2504.12313","Not Persona Generation / adjacent","Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Behavioral Calibration; Agent / Model Evaluation. Prior source tags: not applicable. Abstract basis: Conversational Recommender Systems (CRSs) engage users in multi-turn interactions to deliver personalized recommendations. The emergence of large language models (LLMs) further enhances these systems by enabling more natural and dynamic user interactions. Howe...","high","User simulation calibrates trait-consistent behavior and evaluates CRS/LLM behavior.","no"
"arxiv:2509.09871","Emulating Public Opinion: A Proof-of-Concept of AI-Generated Synthetic Survey Responses for the Chilean Case","2025","https://arxiv.org/abs/2509.09871","Population-Sampled Personas","Population Representation; Behavioral Calibration","Local metadata supports: Population Representation; Behavioral Calibration. Prior source tags: density matching; behavioral calibration. Abstract basis: Large Language Models (LLMs) offer promising avenues for methodological and applied innovations in survey research by using synthetic respondents to emulate human answers and behaviour, potentially mitigating measurement and representation errors. However, the...","medium","Full text needed for sampling details.","yes"
"arxiv:2504.10886","Exploring Persona-dependent LLM Alignment for the Moral Machine Experiment","2025","https://arxiv.org/abs/2504.10886","Not Persona Generation / adjacent","Bias and Harm Auditing; Agent / Model Evaluation","Local metadata supports: Bias and Harm Auditing; Agent / Model Evaluation. Prior source tags: not applicable. Abstract basis: Deploying large language models (LLMs) with agency in real-world applications raises critical questions about how these models will behave. In particular, how will their decisions align with humans when faced with moral dilemmas? This study examines the alignm...","high","Persona-dependent alignment and ethical risk are explicit.","no"
"arxiv:2503.00449","Rehearse With User: Personalized Opinion Summarization via Role-Playing based on Large Language Models","2025","https://arxiv.org/abs/2503.00449","Trace-Grounded Personas","Individual Fidelity; Behavioral Calibration","Local metadata supports: Individual Fidelity; Behavioral Calibration. Prior source tags: individual fidelity; behavioral calibration. Abstract basis: Personalized opinion summarization is crucial as it considers individual user interests while generating product summaries. Recent studies show that although large language models demonstrate powerful text summarization and evaluation capabilities without the...","medium","Full text needed to confirm grounding traces.","yes"
"arxiv:2507.16799","Test-Time-Matching: Decouple Personality, Memory, and Linguistic Style in LLM-based Role-Playing Language Agent","2025","https://arxiv.org/abs/2507.16799","Unclear - needs full-text check","Individual Fidelity; Agent / Model Evaluation","Local metadata supports: Individual Fidelity; Agent / Model Evaluation. Prior source tags: unclear. Abstract basis: The rapid advancement of large language models (LLMs) has enabled role-playing language agents to demonstrate significant potential in various applications. However, relying solely on prompts and contextual inputs often proves insufficient for achieving deep i...","medium","Fidelity target is character role-play rather than sampled population.","yes"
"arxiv:2505.13157","Role-Playing Evaluation for Large Language Models","2025","https://arxiv.org/abs/2505.13157","Not Persona Generation / adjacent","Agent / Model Evaluation","Local metadata supports: Agent / Model Evaluation. Prior source tags: role-playing evaluation. Abstract basis: Large Language Models (LLMs) demonstrate a notable capacity for adopting personas and engaging in role-playing. However, evaluating this ability presents significant challenges, as human assessments are resource-intensive and automated evaluations can be biase...","high","Direct role-play benchmark objective.","no"
"arxiv:2510.25536","TwinVoice: A Multi-dimensional Benchmark Towards Digital Twins via LLM Persona Simulation","2025","https://arxiv.org/abs/2510.25536","Trace-Grounded Personas","Individual Fidelity; Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Individual Fidelity; Behavioral Calibration; Agent / Model Evaluation. Prior source tags: individual fidelity; behavioral calibration. Abstract basis: Large Language Models (LLMs) are exhibiting emergent human-like abilities and are increasingly envisioned as the foundation for simulating an individual's communication style, behavioral tendencies, and personality traits. However, current evaluations of LLM-b...","medium","Needs full text for exact benchmark dimensions.","yes"
"arxiv:2507.16792","ChatChecker: A Framework for Dialogue System Testing and Evaluation Through Non-cooperative User Simulation","2025","https://arxiv.org/abs/2507.16792","Authored Archetypes","Coverage and Stress Testing; Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Coverage and Stress Testing; Behavioral Calibration; Agent / Model Evaluation. Prior source tags: role-playing evaluation; bias/harm audit. Abstract basis: While modern dialogue systems heavily rely on large language models (LLMs), their implementation often goes beyond pure LLM interaction. Developers integrate multiple LLMs, external tools, and databases. Therefore, assessment of the underlying LLM alone does n...","medium","Non-cooperative user simulation maps to stress testing.","yes"
"arxiv:2511.21722","German General Social Survey Personas: A Survey-Derived Persona Prompt Collection for Population-Aligned LLM Studies","2025","https://arxiv.org/abs/2511.21722","Population-Sampled Personas","Population Representation; Behavioral Calibration","Local metadata supports: Population Representation; Behavioral Calibration. Prior source tags: density matching; joint-structure preservation; behavioral calibration. Abstract basis: The use of Large Language Models (LLMs) for simulating human perspectives via persona prompting is gaining traction in computational social science. However, well-curated, empirically grounded persona collections remain scarce, limiting the accuracy and repres...","high","Strong population-aligned survey exemplar.","no"
"doi:10.48550/arxiv.2402.18144","Random Silicon Sampling: Simulating Human Sub-Population Opinion Using a Large Language Model Based on Group-Level Demographic Information","2024","https://arxiv.org/abs/2402.18144","Population-Sampled Personas","Population Representation; Behavioral Calibration","Local metadata supports: Population Representation; Behavioral Calibration. Prior source tags: density matching; behavioral calibration. Abstract basis: Large language models exhibit societal biases associated with demographic information, including race, gender, and others. Endowing such language models with personalities based on demographic data can enable generating opinions that align with those of humans...","high","Duplicate of arXiv record retained as top-100 record.","no"
"arxiv:2411.10006","Orca: Enhancing Role-Playing Abilities of Large Language Models by Integrating Personality Traits","2024","https://arxiv.org/abs/2411.10006","Unclear - needs full-text check","Individual Fidelity; Agent / Model Evaluation","Local metadata supports: Individual Fidelity; Agent / Model Evaluation. Prior source tags: unclear. Abstract basis: Large language models has catalyzed the development of personalized dialogue systems, numerous role-playing conversational agents have emerged. While previous research predominantly focused on enhancing the model's capability to follow instructions by designin...","medium","Construction source unclear, but role/personality fidelity and model evaluation are visible.","yes"
"arxiv:2402.18807","On the Decision-Making Abilities in Role-Playing using Large Language Models","2024","https://arxiv.org/abs/2402.18807","Model-Generated Personas","Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Behavioral Calibration; Agent / Model Evaluation. Prior source tags: role-playing evaluation; behavioral calibration. Abstract basis: Large language models (LLMs) are now increasingly utilized for role-playing tasks, especially in impersonating domain-specific experts, primarily through role-playing prompts. When interacting in real-world scenarios, the decision-making abilities of a role si...","high","Behavioral differences across roles are evaluated as model behavior.","no"
"arxiv:2407.02099","Helpful assistant or fruitful facilitator? Investigating how personas affect language model behavior","2024","https://arxiv.org/abs/2407.02099","Authored Archetypes","Bias and Harm Auditing; Agent / Model Evaluation","Local metadata supports: Bias and Harm Auditing; Agent / Model Evaluation. Prior source tags: role-playing evaluation; bias/harm audit. Abstract basis: One way to personalize and steer generations from large language models (LLM) is to assign a persona: a role that describes how the user expects the LLM to behave (e.g., a helpful assistant, a teacher, a woman). This paper investigates how personas affect dive...","medium","Bias/harm inferred from identity categories and behavior variability; full text needed for harm framing.","yes"
"arxiv:2408.05555","Large Language Model-based Role-Playing for Personalized Medical Jargon Extraction","2024","https://arxiv.org/abs/2408.05555","Authored Archetypes","Behavioral Calibration; Agent / Model Evaluation","Local metadata supports: Behavioral Calibration; Agent / Model Evaluation. Prior source tags: role-playing evaluation; bias/harm audit. Abstract basis: Previous studies reveal that Electronic Health Records (EHR), which have been widely adopted in the U.S. to allow patients to access their personal medical information, do not have high readability to patients due to the prevalence of medical jargon. Tailoring...","medium","Behavioral calibration is task-specific rather than broad human simulation.","yes"
"doi:10.1017/pan.2024.5","Synthetic Replacements for Human Survey Data? The Perils of Large Language Models","2024","https://doi.org/10.1017/pan.2024.5","Population-Sampled Personas","Population Representation; Behavioral Calibration","Local metadata supports: Population Representation; Behavioral Calibration. Prior source tags: density matching; behavioral calibration. Abstract basis: Large language models (LLMs) offer new research possibilities for social scientists, but their potential as ?synthetic data? is still largely unknown. In this paper, we investigate how accurately the popular LLM ChatGPT can recover public opinion, prompting...","medium","Paper is cautionary but objective is still survey/population simulation.","yes"
"arxiv:2412.03563","From Individual to Society: A Survey on Social Simulation Driven by Large Language Model-based Agents","2024","https://arxiv.org/abs/2412.03563","Not Persona Generation / adjacent","Population Representation; Individual Fidelity; Behavioral Calibration","Local metadata supports: Population Representation; Individual Fidelity; Behavioral Calibration. Prior source tags: not applicable. Abstract basis: Traditional sociological research often relies on human participation, which, though effective, is expensive, challenging to scale, and with ethical concerns. Recent advancements in large language models (LLMs) highlight their potential to simulate human behav...","high","Survey paper coded by the objective families it explicitly organizes.","no"
"arxiv:2406.13993","Exploring Changes in Nation Perception with Nationality-Assigned Personas in LLMs","2024","https://arxiv.org/abs/2406.13993","Authored Archetypes","Bias and Harm Auditing; Agent / Model Evaluation","Local metadata supports: Bias and Harm Auditing; Agent / Model Evaluation. Prior source tags: bias/harm audit; role-playing evaluation. Abstract basis: Persona assignment has become a common strategy for customizing LLM use to particular tasks and contexts. In this study, we explore how evaluation of different nations change when LLMs are assigned specific nationality personas. We assign 193 different nationa...","high","Clear persona-conditioned bias audit.","no"
